,Ngram,Sense[Phone],Sense[Product],yarowsky_score,abs_val_yar_score,sense_decision
38,cost,2,12,-1.791759469228055,1.791759469228055,product
140,coug,1,2,-0.6931471805599453,0.6931471805599453,product
141,crack,1,2,-0.6931471805599453,0.6931471805599453,product
74,crackl,2,1,0.6931471805599453,0.6931471805599453,phone
116,cre,1,2,-0.6931471805599453,0.6931471805599453,product
165,credit,1,2,-0.6931471805599453,0.6931471805599453,product
53,cross,2,1,0.6931471805599453,0.6931471805599453,phone
97,cur,1,3,-1.0986122886681098,1.0986122886681098,product
18,custom,3,1,1.0986122886681098,1.0986122886681098,phone
39,dead,2,1,0.6931471805599453,0.6931471805599453,phone
162,deal,1,2,-0.6931471805599453,0.6931471805599453,product
25,ded,2,1,0.6931471805599453,0.6931471805599453,phone
174,denton,1,2,-0.6931471805599453,0.6931471805599453,product
114,diagnost,1,2,-0.6931471805599453,0.6931471805599453,product
137,diap,1,2,-0.6931471805599453,0.6931471805599453,product
7,direct,5,1,1.6094379124341003,1.6094379124341003,phone
143,dreambo,1,2,-0.6931471805599453,0.6931471805599453,product
163,drink,1,2,-0.6931471805599453,0.6931471805599453,product
142,drop,1,2,-0.6931471805599453,0.6931471805599453,product
51,edmonton,2,1,0.6931471805599453,0.6931471805599453,phone
43,elsy,2,1,0.6931471805599453,0.6931471805599453,phone
73,emerg,2,1,0.6931471805599453,0.6931471805599453,phone
2,end,9,1,2.1972245773362196,2.1972245773362196,phone
96,equip,1,3,-1.0986122886681098,1.0986122886681098,product
99,est,1,2,-0.6931471805599453,0.6931471805599453,product
62,exchang,2,1,0.6931471805599453,0.6931471805599453,phone
181,exclud,1,2,-0.6931471805599453,0.6931471805599453,product
108,expand,1,2,-0.6931471805599453,0.6931471805599453,product
69,extend,2,1,0.6931471805599453,0.6931471805599453,phone
192,filt,1,2,-0.6931471805599453,0.6931471805599453,product
84,food,1,5,-1.6094379124341003,1.6094379124341003,product
199,fox,1,2,-0.6931471805599453,0.6931471805599453,product
120,fragr,1,2,-0.6931471805599453,0.6931471805599453,product
32,fre,2,1,0.6931471805599453,0.6931471805599453,phone
95,ful,1,3,-1.0986122886681098,1.0986122886681098,product
104,furnit,1,2,-0.6931471805599453,0.6931471805599453,product
201,fut,1,2,-0.6931471805599453,0.6931471805599453,product
5,gab,6,1,1.791759469228055,1.791759469228055,phone
177,georg,1,2,-0.6931471805599453,0.6931471805599453,product
33,get,2,1,0.6931471805599453,0.6931471805599453,phone
94,gm,1,3,-1.0986122886681098,1.0986122886681098,product
11,got,4,1,1.3862943611198906,1.3862943611198906,phone
58,handl,2,1,0.6931471805599453,0.6931471805599453,phone
57,hardw,2,1,0.6931471805599453,0.6931471805599453,phone
61,hel,2,1,0.6931471805599453,0.6931471805599453,phone
65,hospit,2,1,0.6931471805599453,0.6931471805599453,phone
194,hug,1,2,-0.6931471805599453,0.6931471805599453,product
40,husband,2,1,0.6931471805599453,0.6931471805599453,phone
87,ibm,1,4,-1.3862943611198906,1.3862943611198906,product
56,import,2,12,-1.791759469228055,1.791759469228055,product
21,inform,3,1,1.0986122886681098,1.0986122886681098,phone
68,instal,2,1,0.6931471805599453,0.6931471805599453,phone
112,integr,1,2,-0.6931471805599453,0.6931471805599453,product
105,intermod,1,2,-0.6931471805599453,0.6931471805599453,product
86,introduc,1,5,-1.6094379124341003,1.6094379124341003,product
131,jeep,1,2,-0.6931471805599453,0.6931471805599453,product
148,jewelry,1,2,-0.6931471805599453,0.6931471805599453,product
6,keep,5,1,1.6094379124341003,1.6094379124341003,phone
52,kent,2,1,0.6931471805599453,0.6931471805599453,phone
144,kid,1,2,-0.6931471805599453,0.6931471805599453,product
202,lancom,1,2,-0.6931471805599453,0.6931471805599453,product
182,lantern,1,2,-0.6931471805599453,0.6931471805599453,product
135,lastest,1,2,-0.6931471805599453,0.6931471805599453,product
136,latest,1,2,-0.6931471805599453,0.6931471805599453,product
92,launch,1,3,-1.0986122886681098,1.0986122886681098,product
161,lex,1,2,-0.6931471805599453,0.6931471805599453,product
44,lost,2,1,0.6931471805599453,0.6931471805599453,phone
170,machinery,1,2,-0.6931471805599453,0.6931471805599453,product
154,macintosh,1,2,-0.6931471805599453,0.6931471805599453,product
159,manufact,1,2,-0.6931471805599453,0.6931471805599453,product
29,many,2,1,0.6931471805599453,0.6931471805599453,phone
88,market,1,4,-1.3862943611198906,1.3862943611198906,product
195,marx,1,2,-0.6931471805599453,0.6931471805599453,product
166,mat,1,2,-0.6931471805599453,0.6931471805599453,product
147,menswear,1,2,-0.6931471805599453,0.6931471805599453,product
90,microprocess,1,3,-1.0986122886681098,1.0986122886681098,product
47,mil,2,1,0.6931471805599453,0.6931471805599453,phone
176,milit,1,2,-0.6931471805599453,0.6931471805599453,product
132,model,1,2,-0.6931471805599453,0.6931471805599453,product
24,new,2,4,-0.6931471805599453,0.6931471805599453,product
126,not,1,2,-0.6931471805599453,0.6931471805599453,product
85,old,1,5,-1.6094379124341003,1.6094379124341003,product
23,on,3,1,1.0986122886681098,1.0986122886681098,phone
45,op,2,1,0.6931471805599453,0.6931471805599453,phone
196,optomet,1,2,-0.6931471805599453,0.6931471805599453,product
66,ord,2,1,0.6931471805599453,0.6931471805599453,phone
77,ordin,2,1,0.6931471805599453,0.6931471805599453,phone
16,outsid,3,1,1.0986122886681098,1.0986122886681098,phone
13,party,4,1,1.3862943611198906,1.3862943611198906,phone
121,pc,1,2,-0.6931471805599453,0.6931471805599453,product
130,perfum,1,2,-0.6931471805599453,0.6931471805599453,product
28,pick,2,1,0.6931471805599453,0.6931471805599453,phone
180,pol,1,2,-0.6931471805599453,0.6931471805599453,product
113,popul,1,2,-0.6931471805599453,0.6931471805599453,product
172,posit,1,2,-0.6931471805599453,0.6931471805599453,product
101,prevy,1,2,-0.6931471805599453,0.6931471805599453,product
193,pric,1,2,-0.6931471805599453,0.6931471805599453,product
9,priv,4,1,1.3862943611198906,1.3862943611198906,phone
138,prix,1,2,-0.6931471805599453,0.6931471805599453,product
81,produc,1,12,-2.4849066497880004,2.4849066497880004,product
157,prospect,1,2,-0.6931471805599453,0.6931471805599453,product
83,ps,1,7,-1.9459101490553135,1.9459101490553135,product
184,pw,1,2,-0.6931471805599453,0.6931471805599453,product
110,r,1,2,-0.6931471805599453,0.6931471805599453,product
34,radio,2,1,0.6931471805599453,0.6931471805599453,phone
72,rat,2,1,0.6931471805599453,0.6931471805599453,phone
167,read,1,2,-0.6931471805599453,0.6931471805599453,product
198,reebok,1,2,-0.6931471805599453,0.6931471805599453,product
49,rom,2,1,0.6931471805599453,0.6931471805599453,phone
139,sampl,1,2,-0.6931471805599453,0.6931471805599453,product
37,see,2,1,0.6931471805599453,0.6931471805599453,phone
124,sel,1,2,-0.6931471805599453,0.6931471805599453,product
67,sent,2,1,0.6931471805599453,0.6931471805599453,phone
12,serv,4,1,1.3862943611198906,1.3862943611198906,phone
115,sev,1,2,-0.6931471805599453,0.6931471805599453,product
186,sew,1,2,-0.6931471805599453,0.6931471805599453,product
75,sex,2,1,0.6931471805599453,0.6931471805599453,phone
185,shed,1,2,-0.6931471805599453,0.6931471805599453,product
171,ship,1,2,-0.6931471805599453,0.6931471805599453,product
149,sho,1,2,-0.6931471805599453,0.6931471805599453,product
91,simil,1,3,-1.0986122886681098,1.0986122886681098,product
107,smi,1,2,-0.6931471805599453,0.6931471805599453,product
153,softw,1,2,-0.6931471805599453,0.6931471805599453,product
160,spec,1,2,-0.6931471805599453,0.6931471805599453,product
156,spectr,1,2,-0.6931471805599453,0.6931471805599453,product
14,stay,3,12,-1.3862943611198906,1.3862943611198906,product
100,struggling,1,2,-0.6931471805599453,0.6931471805599453,product
10,subscrib,4,1,1.3862943611198906,1.3862943611198906,phone
152,sun,1,2,-0.6931471805599453,0.6931471805599453,product
60,swel,2,1,0.6931471805599453,0.6931471805599453,phone
27,switch,2,1,0.6931471805599453,0.6931471805599453,phone
50,tear,2,1,0.6931471805599453,0.6931471805599453,phone
0,telephon,35,1,3.5553480614894135,3.5553480614894135,phone
41,test,2,12,-1.791759469228055,1.791759469228055,product
102,three,1,2,-0.6931471805599453,0.6931471805599453,product
15,tip,3,1,1.0986122886681098,1.0986122886681098,phone
145,tir,1,2,-0.6931471805599453,0.6931471805599453,product
134,torpedo,1,2,-0.6931471805599453,0.6931471805599453,product
8,trad,4,1,1.3862943611198906,1.3862943611198906,phone
168,transform,1,2,-0.6931471805599453,0.6931471805599453,product
79,transmit,2,1,0.6931471805599453,0.6931471805599453,phone
129,tri,1,2,-0.6931471805599453,0.6931471805599453,product
111,truck,1,2,-0.6931471805599453,0.6931471805599453,product
48,try,2,1,0.6931471805599453,0.6931471805599453,phone
36,unsec,2,1,0.6931471805599453,0.6931471805599453,phone
54,us,2,1,0.6931471805599453,0.6931471805599453,phone
98,vax,1,3,-1.0986122886681098,1.0986122886681098,product
59,voic,2,1,0.6931471805599453,0.6931471805599453,phone
17,whos,3,1,1.0986122886681098,1.0986122886681098,phone
151,wom,1,2,-0.6931471805599453,0.6931471805599453,product
63,would,2,1,0.6931471805599453,0.6931471805599453,phone
200,x,1,2,-0.6931471805599453,0.6931471805599453,product
158,ziar,1,2,-0.6931471805599453,0.6931471805599453,product
190,zytel,1,2,-0.6931471805599453,0.6931471805599453,product
